ID_BIO_PEIXES;DATA;MONTH;ANO;DAY;trim;MATRICULA;COD_FAO;PORTO_NOME;ARTE_EU;ARTE;N_OBS;SEXO;EST_MATURACAO;C_CLASSE;C_INDIVIDUAL;P_INDIVIDUAL;P_EVISCERADO;P_FIGADO;P_GONADAS;IDADE
1923;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;21;F;2;22;22.3;57.95;55.14;0.91;NA;NA
1924;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;22;M;2;22;22.8;64.91;60.49;1.38;NA;NA
1925;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;23;M;2;23;23.1;78.67;73.75;1.27;NA;NA
1926;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;24;M;2;23;23.2;66.77;62.78;1.03;NA;NA
1927;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;25;M;2;23;23.7;73.11;69.63;0.77;NA;NA
1928;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;26;F;2;23;23.4;84.38;68.05;1.99;NA;NA
1929;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;27;M;2;23;23.5;NA;NA;1.96;NA;NA
1930;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;28;F;2;23;23.3;73.77;69.97;1.24;NA;NA
1931;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;29;M;2;23;23.3;75.68;71.3;0.67;NA;NA
1932;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;30;M;2;23;23.7;68;65.06;0.82;NA;NA
1933;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;31;F;2;23;23.3;71.6;66.63;1.02;NA;NA
1934;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;32;M;2;23;23.2;70.33;65.57;1.45;NA;NA
1935;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;33;M;2;24;24.6;63.25;59.54;1.01;NA;NA
1936;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;34;M;2;24;24.8;83.66;79.53;1.6;NA;NA
1937;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;35;M;2;24;24.2;71.54;66.67;0.43;NA;NA
1938;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;36;F;2;24;24.7;88.82;84.87;1.03;NA;NA
1939;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;37;M;2;24;24.8;76.91;74.74;0.45;NA;NA
1940;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;38;M;2;24;24.5;76.92;72.62;1.09;NA;NA
1941;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;39;M;2;24;24.5;80.14;77.04;0.58;NA;NA
1942;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;40;F;2;24;24.7;87.29;82.22;2.74;NA;2
1943;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;41;M;2;24;24.5;75.24;70.9;0.56;NA;NA
1944;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;42;M;2;24;24.7;84.19;79.29;1.31;NA;3
1945;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;43;M;2;25;25.5;93.59;89.71;1.87;NA;NA
1946;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;44;M;2;25;25.9;89.1;84.66;0.57;NA;4
1947;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;45;F;2;25;25.7;83.9;76.8;0.79;NA;4
1948;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;46;M;2;25;25.5;84.66;81.5;1.03;NA;NA
1949;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;47;M;2;25;25.6;85.23;80.47;NA;NA;3
1950;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;48;M;2;25;25.4;87.53;83.13;0.61;NA;NA
1951;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;49;F;2;25;25.8;80.61;77.06;1.44;NA;3
1952;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;50;F;2;25;25.7;94.92;88.74;1.18;NA;NA
1953;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;51;F;2;25;25.8;90.97;85.41;0.85;NA;NA
1954;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;52;M;2;25;25.5;107.81;100.71;2.01;NA;4
1955;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;53;M;2;26;26.5;103.97;97.39;1.77;NA;4
1956;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;54;M;2;26;26.7;57.76;53.68;0.52;NA;3
1957;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;55;M;2;26;26.3;103.38;96.42;1.91;NA;NA
1958;12/04/2018;4;2018;12;2;A-3514-C;WHB;Vila Real de Santo António;NA;NA;56;F;2;31;31.2;134.4;128.39;0.99;NA;4
1959;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;1;M;2;22;22.8;76.03;69.13;4.62;0.05;2
1960;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;2;M;2;22;22.5;75.38;68.43;4.85;0.14;NA
1961;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;3;F;2;22;22.7;74.67;67.76;4.86;0.35;2
1962;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;4;M;2;22;22;67.86;62.44;3.86;0.15;NA
1963;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;5;M;2;22;22.1;69.03;63.51;4.05;0.11;NA
1964;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;6;M;2;22;22.5;78.66;71.88;4.12;0.06;NA
1965;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;7;M;2;22;22.3;73.34;67.15;4.8;0.08;NA
1966;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;8;M;2;22;22;79.25;70.26;7.92;0.66;NA
1967;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;9;M;2;22;22.5;74.62;67.83;6.51;0.1;NA
1968;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;10;M;2;22;22.4;73.98;66.61;5.61;0.13;NA
1969;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;11;M;2;23;23.5;74.86;71.95;2.34;0.11;NA
1970;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;12;F;2;23;23.2;80.64;73.82;5.25;0.5;1
1971;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;13;M;2;23;23.9;77.46;71.77;1.98;0.1;1
1972;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;14;M;2;23;23;77.71;72.04;4.55;0.12;NA
1973;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;15;M;2;23;23.2;85.63;78.45;6.05;0.09;1
1974;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;16;I;NA;23;23;70.35;65.46;12.89;NA;NA
1975;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;17;M;2;23;23.3;82.78;74.96;4.88;0.1;NA
1976;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;18;M;2;23;23.2;91.36;79.62;10.04;0.2;NA
1977;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;19;M;2;23;23.5;74.83;69.04;1.78;0.11;NA
1978;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;20;F;2;23;23.6;85.7;77.48;5.39;0.37;1
1979;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;21;M;2;24;24;79.84;76;2.78;0.1;NA
1980;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;22;F;2;24;24.1;100.02;90.02;7.97;0.8;1
1981;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;23;M;2;24;24.2;82.96;78.66;2.34;0.16;NA
1982;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;24;F;2;24;24;85.39;78.02;5.67;0.49;NA
1983;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;25;M;2;24;24.5;91.51;82.62;7.16;0.12;NA
1984;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;26;F;2;24;24.5;104.61;93.16;6.26;0.49;1
1985;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;27;M;2;24;24.1;85.62;77.74;4.94;0.2;2
1986;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;28;M;2;24;24;101.56;89.75;6.35;0.17;NA
1987;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;29;F;2;24;24.5;96.37;87.23;6.15;0.35;NA
1988;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;30;F;2;24;24.6;104.52;91.84;10.14;0.65;NA
1989;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;31;M;2;25;25.6;110.79;100.98;6.12;0.14;3
1990;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;32;F;2;25;25.5;97.63;91.99;4.46;0.29;NA
1991;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;33;M;2;25;25.1;95.67;90.25;4.37;0.11;NA
1992;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;34;F;2;25;25;114.47;94.45;6.76;0.48;NA
1993;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;35;F;2;25;25;102.45;93.4;6;0.6;NA
1994;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;36;F;5;25;25.2;100.6;87.27;5.78;0.34;NA
1995;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;37;F;2;25;25.1;94.49;82.02;6.12;0.42;NA
1996;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;38;F;5;25;25;109.9;91.93;8.04;0.43;NA
1997;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;39;F;2;25;25.2;94.22;85.45;6.43;0.42;NA
1998;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;40;F;2;25;25.5;104.54;94.09;5.43;0.3;NA
1999;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;41;F;2;26;26.2;106.55;101.06;2.36;0.78;NA
2000;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;42;F;2;26;26;130.04;117;6.67;0.23;NA
2001;15/11/2018;11;2018;15;4;L-2046-C;WHB;Matosinhos;NA;NA;43;F;5;27;27.6;141.47;128.4;9.32;0.72;NA
2002;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;1;F;2;20;20.5;58.65;53.13;4.19;0.44;NA
2003;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;2;F;2;20;20.8;57.99;52.03;4.62;0.52;NA
2004;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;3;F;2;20;20.5;53.45;49.2;3.66;0.35;NA
2005;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;4;F;2;21;21.3;61.56;55.05;5.85;0.54;NA
2006;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;5;F;2;21;21.6;61.76;56.75;3.19;0.31;NA
2007;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;6;F;2;21;21.5;64.39;57.72;4.99;0.44;NA
2008;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;7;F;2;21;21.6;58.93;55.42;2.74;0.32;NA
2009;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;8;F;2;21;21.5;60.91;55.4;2.84;0.22;NA
2010;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;9;F;2;21;21.5;60.92;55.38;3.56;0.24;NA
2011;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;10;F;2;21;21.4;61.8;55.38;3.41;1.87;NA
2012;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;11;F;3;21;21.5;58.36;52.81;3.99;0.64;NA
2013;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;12;F;2;21;21.4;61.05;55.77;3.38;0.18;NA
2014;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;13;M;2;21;21.6;61.31;56.5;3.53;0.38;NA
2015;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;14;F;2;22;22.4;67.83;60.3;2.98;3.7;NA
2016;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;15;F;3;22;22;68.81;63.7;3.66;0.44;NA
2017;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;16;F;2;22;22.8;63.1;58.39;2.03;2.03;NA
2018;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;17;F;3;22;22.6;73.9;67.25;3.24;2.53;NA
2019;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;18;F;3;22;22.5;64.85;61.26;2.03;0.58;NA
2020;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;19;F;3;22;22.5;79.53;71.5;4.96;2.16;NA
2021;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;20;F;3;22;22.6;71.92;64.5;4.06;3.19;NA
2022;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;21;F;3;22;22.6;75.86;65.9;4.8;4.6;NA
2023;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;22;M;2;22;22;60.28;55.67;1.77;0.01;NA
2024;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;23;F;3;22;22.5;73.17;64.63;3.55;4.16;NA
2025;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;24;F;3;23;23.4;76.32;68.9;2.63;4.69;NA
2026;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;25;F;3;23;23.2;74.25;66.73;4.31;3.23;NA
2027;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;26;F;3;23;23.6;78.93;72.67;7.72;2.68;NA
2028;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;27;F;3;23;23.2;79.57;69.51;5.38;2.82;NA
2029;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;28;M;3;23;23.3;80.95;73.5;3.73;3.24;NA
2030;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;29;F;3;23;23.5;84.2;76.45;4.95;1.48;NA
2031;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;30;M;3;23;23.5;85.56;75.44;3.26;4.53;NA
2032;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;31;M;3;23;23.2;84.39;72.79;5.46;4.44;NA
2033;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;32;M;3;23;23.1;64.01;61.24;1.46;1.07;NA
2034;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;33;M;3;23;23.6;80.61;73.46;3.05;3.58;NA
2035;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;34;F;3;24;24.2;89.4;80.28;5.58;1.38;NA
2036;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;35;F;3;24;24.3;92.9;82.7;5.79;3.44;NA
2037;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;36;F;3;24;24.2;82.82;77.42;3.2;1.66;NA
2038;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;37;F;3;24;24;82.51;76.44;2.88;2.1;NA
2039;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;38;F;3;24;24.5;91.63;82.53;4.78;3.76;NA
2040;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;39;F;3;24;24;86.22;78.91;4.3;2.29;NA
2041;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;40;F;3;24;24;82.14;77.45;2.77;1.13;NA
2042;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;41;F;3;24;24.1;81.96;74.21;5.7;2.15;NA
2043;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;42;F;3;24;24.1;80.94;75.73;3.77;1.2;NA
2044;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;43;M;3;24;24;87.25;77.92;4.99;4.16;NA
2045;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;44;F;3;25;25.5;109.93;100.71;6.84;2.12;NA
2046;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;45;F;3;25;25.2;92.12;84.67;1.2;0.22;NA
2047;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;46;F;3;25;25;106.73;97.31;5.46;2.44;NA
2048;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;47;F;3;25;25.1;98.55;88.92;6.77;1.23;NA
2049;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;48;F;3;25;25.2;99.2;90.91;4.1;1.9;NA
2050;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;49;F;2;25;25.6;110.64;101.64;2.97;2.58;NA
2051;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;50;F;3;25;25;83.52;80.98;1.67;0.74;NA
2052;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;51;F;3;26;26.5;102.09;96.04;2.26;2.74;NA
2053;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;52;M;3;26;26.3;111.35;100.36;2.26;6.49;NA
2054;14/01/2019;1;2019;14;1;L-2046-C;WHB;Matosinhos;NA;NA;53;M;3;29;29.1;140.73;133.57;2.89;1.63;NA
2055;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;1;M;2;18;18.6;33.19;32.07;0.25;NA;NA
2056;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;2;F;1;18;18.5;34.89;33.3;0.3;NA;NA
2057;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;3;F;2;18;18.8;35.45;33.55;0.85;NA;NA
2058;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;4;M;2;18;18.7;34.04;32.59;0.55;NA;NA
2059;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;5;M;2;18;18.6;35.78;33.81;0.93;NA;NA
2060;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;6;F;2;19;19.9;42.06;40.43;0.3;NA;NA
2061;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;7;M;2;19;19.7;45.59;43.68;0.63;NA;NA
2062;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;8;F;2;19;19.5;42.89;40.83;0.54;NA;NA
2063;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;9;F;2;19;19.7;42.55;40.4;0.81;NA;NA
2064;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;10;M;2;19;19.6;41.82;40.13;0.55;NA;NA
2065;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;11;F;2;19;19.7;34.75;33.83;0.32;NA;NA
2066;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;12;F;2;19;19.6;36.21;35.04;0.27;NA;NA
2067;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;13;M;2;19;19.5;39.88;38.45;0.57;NA;NA
2068;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;14;M;2;19;19.7;37.06;35.68;0.46;NA;NA
2069;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;15;M;2;19;19.5;38.02;36.06;0.62;NA;NA
2070;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;16;F;2;19;19.9;40.8;39.14;0.53;NA;NA
2071;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;17;M;2;19;19.9;44.5;42.56;0.86;NA;NA
2072;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;18;F;2;20;20.1;43.71;41.83;0.67;NA;NA
2073;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;19;M;2;20;20;43.74;41.37;1.12;NA;NA
2074;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;20;M;2;20;20.1;40.53;38.29;0.82;NA;NA
2075;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;21;M;2;20;20.7;49.38;46.33;1.1;NA;NA
2076;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;22;F;2;20;20.8;47.83;45.8;0.64;NA;NA
2077;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;23;M;2;20;20.6;44.94;43.15;0.68;NA;NA
2078;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;24;F;2;20;20.2;44.12;41.82;0.59;NA;NA
2079;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;25;M;2;20;20.8;49.34;46.83;1.12;NA;NA
2080;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;26;M;2;20;20.3;48.38;46.66;0.75;NA;NA
2081;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;27;F;2;20;20.7;48;46.28;0.82;NA;NA
2082;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;28;M;2;20;20.1;44.72;42.14;1.33;NA;NA
2083;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;29;M;2;20;20.8;46.08;43.84;0.95;NA;NA
2084;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;30;M;2;20;20.8;48.37;46.05;1.01;NA;NA
2085;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;31;F;2;20;20.5;49.58;47.24;0.86;NA;NA
2086;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;32;M;2;21;21.1;56.07;52.99;1.44;NA;NA
2087;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;33;M;2;21;21.2;50.65;48.41;0.96;NA;NA
2088;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;34;F;2;21;21.4;53.71;51.47;1.31;NA;NA
2089;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;35;M;2;21;21.2;50.56;48.67;0.77;NA;NA
2090;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;36;M;2;21;21.3;53.32;51.42;0.6;NA;NA
2091;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;37;M;2;21;21;51.32;49.14;0.82;NA;NA
2092;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;38;F;2;21;21.2;51.7;49.44;0.92;NA;NA
2093;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;39;M;2;21;21.5;56.08;53.42;1.32;NA;NA
2094;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;40;F;5;22;22.3;68.2;64.43;1.92;NA;NA
2095;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;41;F;2;22;22.2;62.26;59.83;1.18;NA;NA
2096;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;42;M;2;22;22.5;61.14;57.63;NA;NA;NA
2097;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;43;F;2;22;22.2;63.97;58.88;3.53;NA;NA
2098;08/02/2019;2;2019;8;1;FZ-820-C;WHB;Vila Real de Santo António;NA;NA;44;F;3;22;22.4;64.77;59.79;2.22;NA;NA
2099;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;1;M;2;20;20.6;44.85;42.13;0.86;NA;NA
2100;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;2;M;2;20;20.1;43.81;42.15;0.45;NA;NA
2101;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;3;M;2;20;20.7;46.62;45.25;0.95;NA;NA
2102;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;4;F;2;20;20.9;49.58;47.29;0.94;NA;NA
2103;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;5;F;2;20;20.5;46.88;44.75;0.76;NA;NA
2104;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;6;F;2;21;21.1;54.59;51.45;1.6;NA;NA
2105;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;7;M;3;21;21.7;53.25;49.34;0.91;NA;NA
2106;06/06/2019;6;2019;6;2;PE-2904-C;WHB;Peniche;NA;NA;8;M;2;21;21.7;56.88;53.96;0.99;NA;NA
